p_name,p_hs,p_univ,p_draft,p_drafted,p_debut,p_debut_war,p_main_team,p_career_war,p_no,p_hs_code,p_hs_loc
안윤호,,동아대,1차지명,삼성,1995,0.1,삼성,0.1,1906,,국외
위재영,동산고,인하대,1차지명,태평양,1995,2.2,현대,37.1,1886,50202,경기
신재웅,공주고,경성대,1차지명,한화,1995,-0.1,한화,0,1905,50401,충청
김동호,영흥고,계명대,1차지명,해태,1997,,LG,-1.3,2003,50609,전라
강필선,군산상고,연세대,1차지명,쌍방울,1999,,현대,0.1,2061,50501,전라
신국환,충암고,원광대,2차지명,LG,1995,-0.1,LG,0.8,1882,50114,서울
문희성,유신고,홍익대,2차지명,OB,1997,,두산,0.5,1979,50208,경기
박현승,경남고,동아대,2차지명,롯데,1995,0.7,롯데,15.2,10246,50802,경남
김영진,청원고,동국대,2차지명,삼성,1995,-0.1,삼성,-3.6,1874,50113,서울
이원식,충암고,한양대,2차지명,쌍방울,1995,0.5,해태,4,1907,50114,서울
심성보,북일고,단국대,2차지명,쌍방울,1995,1.1,쌍방울,7.9,1883,50403,충청
김병철,마산고,연세대,2차지명,태평양,1995,-0.1,태평양,0,1868,50803,경남
안상준,경남고,동아대,2차지명,해태,1995,-0.1,LG,-1.8,1884,50802,경남
진필중,휘문고,중앙대,2차지명,OB,1995,2.8,두산,40.6,1894,50116,서울
조경환,서울고,고려대,2차지명,롯데,1998,,롯데,12.6,2038,50107,서울
김재걸,덕수고,단국대,2차지명,삼성,1995,1.8,삼성,3.5,10321,50103,서울
김진철,배명고,성균관대,2차지명,쌍방울,1995,1.1,쌍방울,0.6,1898,50105,서울
안희봉,대전고,연세대,2차지명,태평양,1998,,현대,-0.4,2028,50402,충청
정의성,강릉고,영남대,2차지명,한화,1995,-2.7,한화,-2.7,1910,50901,강원
서석영,경남고,인하대,2차지명,OB,1995,-0.1,OB,0,1881,50802,경남
박보현,경남고,단국대,2차지명,롯데,1995,0.3,롯데,3.2,1899,50802,경남
홍광천,,경남대,2차지명,삼성,1996,,삼성,0,1946,,국외
하상도,부산고,동아대,2차지명,쌍방울,1995,-0.1,쌍방울,-0.1,1892,50805,경남
도명진,동산고,한양대,2차지명,태평양,1995,0.2,태평양,0.2,1878,50202,경기
강준기,공주고,동국대,2차지명,LG,1996,,LG,0,1919,50401,충청
이보형,,인하대,2차지명,OB,1995,-0.1,OB,-0.7,1888,,국외
박종일,인천고,건국대,2차지명,롯데,1995,-0.4,롯데,-1,1880,50209,경기
차상욱,,경성대,2차지명,삼성,1995,-0.1,삼성,-0.3,1890,,국외
최경환,성남고,경희대,2차지명,LG,2000,,두산,5.6,10041,50108,서울
김옥일,경남고,동아대,2차지명,롯데,1995,0,롯데,-0.1,1875,50802,경남
최승우,,영남대,2차지명,삼성,1997,,삼성,0,1998,,국외
장재명,군산상고,연세대,2차지명,쌍방울,2000,,SK,-0.2,2130,50501,전라
최철민,마산고,영남대,2차지명,해태,1996,,해태,0.2,1944,50803,경남
강인권,대전고,한양대,2차지명,한화,1995,1.5,한화,6.4,14993,50402,충청
추평호,영흥고,영남대,2차지명,해태,1995,0,해태,-0.1,11445,50609,전라
김경호,충암고,동국대,2차지명,삼성,1996,,삼성,0,1922,50114,서울
,,,자유선발,롯데,1985,,,,1260,,국외
양종성,부경고,,신고선수,롯데,1995,0,롯데,0,1885,50804,경남
박석진,경남고,단국대,신고선수,삼성,1995,0.3,롯데,20.1,1901,50802,경남
남상규,선린고,동국대,신고선수,해태,1995,0.1,해태,0.1,1877,50109,서울
김형성,진흥고,,신고선수,해태,1997,,해태,0,1976,50604,전라
박노식,군산상고,,신고선수,LG,1999,,LG,0.2,2099,50501,전라
조현,신일고,,고졸우선지명,LG,1995,1.6,LG,1.3,1866,50110,서울
방동민,충암고,,고졸우선지명,LG,1996,,KIA,-1,1933,50114,서울
김정훈,성남고,,고졸우선지명,LG,1996,,LG,-1.2,1955,50108,서울
김정한,신일고,,고졸우선지명,LG,1996,,LG,-0.1,1927,50110,서울
김유봉,배명고,,고졸우선지명,OB,1995,0.2,두산,2.5,1897,50105,서울
여준홍,동대문상고,,고졸우선지명,OB,1996,,OB,-0.7,1961,50121,서울
정수근,덕수고,세한대,고졸우선지명,OB,1995,-0.2,두산,33.1,10264,50103,서울
최용호,배명고,,고졸우선지명,OB,1997,,두산,6.1,2017,50105,서울
나광호,동래고,,고졸우선지명,롯데,1997,,롯데,-0.2,1977,50813,경남
박부성,마산고,,고졸우선지명,롯데,1995,-0.1,롯데,1.2,1900,50803,경남
장승익,부산고,,고졸우선지명,롯데,1995,1.1,롯데,1.6,1908,50805,경남
신성필,경북고,,고졸우선지명,삼성,1995,0.5,삼성,-0.9,1904,50701,경북
김승관,대구상고,,고졸우선지명,삼성,1995,0,삼성,0.2,1870,50711,경북
장형석,경북고,,고졸우선지명,삼성,1996,,삼성,-0.1,1964,50701,경북
이승엽,경북고,,고졸우선지명,삼성,1995,3.1,삼성,73,10881,50701,경북
김진삼,포철공고,,고졸우선지명,삼성,1995,0,삼성,-0.1,1876,50706,경북
김억만,유신고,,고졸우선지명,태평양,1995,0,태평양,0.6,1896,50208,경기
이용주,동산고,,고졸우선지명,태평양,1995,-0.2,현대,-0.7,1889,50202,경기
박상일,부천고,,고졸우선지명,태평양,1995,0,태평양,0,1879,50203,경기
김승권,대전고,,고졸우선지명,한화,1995,-0.3,한화,-2.4,1871,50402,충청
김영진,공주고,,고졸우선지명,한화,1995,0.2,한화,0.1,1873,50401,충청
이용훈,영흥고,,고졸우선지명,해태,1996,,해태,2.3,1962,50609,전라
권용관,성남고,,고졸우선지명,LG,1996,,LG,1.8,10465,50108,서울
임창용,진흥고,,고졸우선지명,해태,1995,-0.3,삼성,75.3,11281,50604,전라
장용,전주고,,고졸우선지명,쌍방울,1995,-0.2,쌍방울,-0.2,1909,50502,전라
류지현,충암고,한양대,1차지명,LG,1994,7.5,LG,45.6,1783,50114,서울
류택현,휘문고,동국대,1차지명,OB,1994,0.4,LG,9.8,10507,50116,서울
강상수,부산고,고려대,1차지명,롯데,1994,1.7,롯데,21.6,1837,50805,경남
감병훈,경북고,단국대,1차지명,삼성,1994,0.3,삼성,-1.7,1836,50701,경북
이군옥,군산상고,원광대,1차지명,쌍방울,1994,-0.2,쌍방울,-0.2,1815,50501,전라
최상덕,인천고,홍익대,1차지명,태평양,1994,4.7,해태,17.8,10616,50209,경기
길배진,대전고,원광대,1차지명,한화,1994,-2.5,한화,-2.5,1842,50402,충청
최재영,진흥고,단국대,1차지명,해태,1994,0.8,해태,0.8,1861,50604,전라
윤기수,마산고,경성대,2차지명,OB,1994,-0.4,OB,2.8,1814,50803,경남
최인선,장충고,성균관대,2차지명,태평양,1997,,현대,-0.1,1999,50111,서울
전형도,휘문고,단국대,2차지명,한화,1994,0.3,OB,0.1,1823,50116,서울
인현배,선린고,단국대,2차지명,LG,1994,1.6,LG,1.3,1857,50109,서울
홍우태,성남고,계명대,2차지명,OB,1994,1.6,한화,-1.3,1864,50108,서울
임수혁,서울고,고려대,2차지명,롯데,1994,0.5,롯데,10.8,1819,50107,서울
김한수,광영고,중앙대,2차지명,삼성,1994,1.7,삼성,24.9,12964,50126,서울
김민국,한서고,건국대,2차지명,쌍방울,1994,-0.6,쌍방울,-1.5,1843,50115,서울
이숭용,중앙고,경희대,2차지명,태평양,1994,1.5,현대,35.8,10402,50112,서울
곽병찬,현대공고,경남대,2차지명,태평양,1994,-1.4,태평양,-1.6,1840,50814,경남
정진식,경남고,동아대,2차지명,한화,1994,0.7,한화,0.5,1786,50802,경남
허문회,부산공고,경성대,2차지명,해태,1994,-0.1,LG,0,14566,50806,경남
박은우,광주상고,원광대,2차지명,LG,1996,,LG,-0.1,1932,50608,전라
김광현,신일고,단국대,2차지명,OB,1994,1.2,OB,0.7,1792,50110,서울
김종훈,북일고,경희대,2차지명,롯데,1994,0,삼성,6.9,1800,50403,충청
임채영,,경남대,2차지명,삼성,1994,0,삼성,-0.9,1820,,국외
유현승,경남고,동아대,2차지명,쌍방울,1994,-0.2,쌍방울,1.7,1854,50802,경남
김성,마산고,계명대,2차지명,태평양,1994,-0.2,쌍방울,-0.1,1794,50803,경남
김성태,마산고,계명대,2차지명,태평양,1994,-0.1,태평양,0.2,1795,50803,경남
신진수,경남고,동아대,2차지명,한화,1994,0,한화,-0.1,1810,50802,경남
김신,경북고,한양대,2차지명,해태,1994,0,해태,0,1796,50701,경북
박철홍,신일고,고려대,2차지명,LG,1994,0.4,LG,2.3,1850,50110,서울
한태균,광영고,연세대,2차지명,OB,1994,2.2,OB,4,1863,50126,서울
손동일,세광고,원광대,2차지명,롯데,1994,0.3,롯데,-0.5,1809,50301,충청
김태균,부산고,중앙대,2차지명,삼성,1994,0.3,삼성,7.4,1803,50805,경남
이승환,충암고,원광대,2차지명,쌍방울,1994,-0.6,쌍방울,-0.6,1856,50114,서울
박재용,신일고,단국대,2차지명,해태,1994,-0.2,해태,3.3,1787,50110,서울
최동수,광영고,중앙대,2차지명,LG,1994,0,LG,3.4,10481,50126,서울
한성곤,경남고,,2차지명,롯데,1994,0,롯데,0,1831,50802,경남
최호원,부산고,경성대,2차지명,한화,1994,-0.3,한화,-1.1,1862,50805,경남
최찬욱,부경고,경성대,2차지명,삼성,1994,-0.5,삼성,-0.7,1829,50804,경남
김주성,신일고,동아대,2차지명,쌍방울,1994,0.5,쌍방울,1.3,1801,50110,서울
하득인,충암고,원광대,2차지명,태평양,1994,0.2,현대,0.7,1784,50114,서울
유진우,진흥고,,2차지명,해태,1994,0,해태,-0.1,1812,50604,전라
박창현,동산고,경남대,2차지명,LG,1994,0.9,쌍방울,0.1,1849,50202,경기
조원우,부산고,고려대,2차지명,쌍방울,1994,1.5,쌍방울,21.5,12657,50805,경남
서용빈,선린고,단국대,2차지명,LG,1994,3.7,LG,10.8,1782,50109,서울
박지철,동래고,,자유선발,롯데,1994,0.6,롯데,17.7,10511,50813,경남
홍순기,국외,,자유선발,롯데,1994,-0.6,롯데,-0.6,1833,51100,국외
김실,,,자유선발,삼성,1994,1.8,쌍방울,7.9,1797,,국외
전성철,,,자유선발,해태,1994,-1.1,해태,-1.1,1788,,국외
김도완,성남고,경희대,신고선수,LG,1996,,LG,-0.7,1953,50108,서울
나영철,부경고,단국대,신고선수,OB,1994,0.3,OB,0.2,1846,50804,경남
김영일,부산고,경성대,신고선수,롯데,1995,,롯데,-1.3,1872,50805,경남
최병국,,단국대,신고선수,삼성,1994,-0.1,삼성,-0.1,1827,,국외
최익성,경주고,계명대,신고선수,삼성,1994,0,삼성,10.9,1828,50702,경북
고형욱,진흥고,인하대,신고선수,쌍방울,1994,1.3,쌍방울,2.4,1839,50604,전라
장재중,선린고,건국대,신고선수,쌍방울,1994,-0.2,쌍방울,-1.3,1821,50109,서울
배훈,진흥고,인하대,신고선수,해태,1994,-0.1,해태,-0.1,1808,50604,전라
김재현,신일고,,고졸우선지명,LG,1994,5.2,LG,56.9,10109,50110,서울
김상우,휘문고,,고졸우선지명,LG,1995,,LG,0.1,1869,50116,서울
함석원,충암고,,고졸우선지명,OB,1994,-0.2,OB,-0.5,1832,50114,서울
공유선,휘문고,,고졸우선지명,OB,1994,0,OB,0,1790,50116,서울
심정수,동대문상고,,고졸우선지명,OB,1994,-0.1,현대,52.3,1811,50121,서울
김명호,경기고,,고졸우선지명,OB,1994,-0.2,OB,-0.2,1793,50101,서울
길랑균,경기고,,고졸우선지명,OB,1994,-0.1,OB,-0.1,1791,50101,서울
마원성,서울고,,고졸우선지명,OB,1994,-1,OB,-0.7,1847,50107,서울
조연제,덕수고,,고졸우선지명,OB,1994,0.1,OB,0.1,1825,50103,서울
박종무,중앙고,,고졸우선지명,OB,1994,0.1,OB,0.1,1806,50112,서울
주형광,부산고,,고졸우선지명,롯데,1994,4.4,롯데,30.9,1834,50805,경남
박태웅,부산공고,,고졸우선지명,롯데,1994,-0.3,롯데,-0.3,1851,50806,경남
윤민철,경남고,,고졸우선지명,롯데,1994,0.3,롯데,0.3,1855,50802,경남
박종호,경북고,,고졸우선지명,삼성,1994,0,삼성,0,1807,50701,경북
문창환,인천고,,고졸우선지명,태평양,1994,2.4,태평양,1.4,1848,50209,경기
전준호,동산고,,고졸우선지명,태평양,1995,,현대,13.2,10153,50202,경기
이요한,북일고,,고졸우선지명,한화,1994,0,한화,0,1817,50403,충청
박지상,세광고,,고졸우선지명,한화,1994,3.4,한화,4.5,1785,50301,충청
최희창,영흥고,,고졸우선지명,해태,1995,,해태,-0.2,1891,50609,전라
신윤호,충암고,,고졸우선지명,LG,1995,,LG,1.1,11238,50114,서울
이호준,광주제일고,호남대,고졸우선지명,해태,1994,,SK,37.9,10101,50602,전라
조문식,경북고,,고졸우선지명,삼성,1994,-0.1,삼성,-0.4,1858,50701,경북
오진희,전주고,,고졸우선지명,쌍방울,1996,,쌍방울,-0.1,1937,50502,전라
이상훈,서울고,고려대,1차지명,LG,1993,1.3,LG,38.4,1762,50107,서울
추성건,서울고,건국대,1차지명,OB,1993,0.6,OB,3.7,1757,50107,서울
김경환,마산고,경성대,1차지명,롯데,1995,,롯데,-0.1,1893,50803,경남
양준혁,대구상고,영남대,1차지명,삼성,1993,7.1,삼성,91.1,10339,50711,경북
박상수,군산상고,원광대,1차지명,쌍방울,1994,,쌍방울,-0.1,1804,50501,전라
김홍집,인천고,단국대,1차지명,태평양,1993,0.7,현대,4.2,1769,50209,경기
구대성,대전고,한양대,1차지명,빙그레,1993,0.6,한화,48,10580,50402,충청
이종범,광주제일고,건국대,1차지명,해태,1993,5.8,KIA,69.2,10036,50602,전라
김민호,경주고,계명대,2차지명,OB,1993,0.7,OB,14.1,1724,50702,경북
고기성,부산고,동아대,2차지명,빙그레,1993,-0.1,한화,0.4,1727,50805,경남
김정민,북일고,영남대,2차지명,LG,1993,0.3,LG,6.2,10458,50403,충청
박상근,강릉고,동국대,2차지명,OB,1993,-0.2,OB,-1.2,1773,50901,강원
마해영,부산고,단국대,2차지명,롯데,1995,,롯데,35.7,1865,50805,경남
허준,공주고,경성대,2차지명,빙그레,1993,1.6,한화,0.3,1759,50401,충청
박충식,광주상고,경희대,2차지명,삼성,1993,5.1,삼성,32.9,1763,50608,전라
성영재,광주제일고,인하대,2차지명,쌍방울,1993,0,쌍방울,15.2,1775,50602,전라
최태원,성남고,경희대,2차지명,쌍방울,1993,3.5,쌍방울,29.1,13285,50108,서울
김충민,동산고,인하대,2차지명,쌍방울,1993,0.3,한화,3.5,1737,50202,경기
손차훈,공주고,한양대,2차지명,태평양,1993,0.2,현대,-0.1,1742,50401,충청
김훈,,연세대,2차지명,해태,1993,0,해태,-0.5,1720,,국외
김종성,,경희대,2차지명,OB,1993,0.5,OB,1,1736,,국외
송태일,신일고,건국대,2차지명,롯데,1993,-0.5,쌍방울,1.4,1743,50110,서울
지화선,북일고,동아대,2차지명,빙그레,1993,2.2,빙그레,4,1754,50403,충청
최홍주,,동아대,2차지명,삼성,1993,0,삼성,-0.3,1756,,국외
정영규,광주제일고,동국대,2차지명,쌍방울,1993,1.7,한화,8.9,1722,50602,전라
공의식,충암고,동국대,2차지명,태평양,1993,0.8,태평양,1.4,1728,50114,서울
이용석,신일고,단국대,2차지명,해태,1993,0.1,해태,0.1,1721,50110,서울
박재호,광영고,중앙대,2차지명,LG,1994,,LG,-0.1,1805,50126,서울
권재광,경남고,동아대,2차지명,롯데,1993,-0.1,롯데,-0.7,1729,50802,경남
이민호,포철공고,영남대,2차지명,빙그레,1993,0.6,한화,6.8,1748,50706,경북
김현욱,경북고,한양대,2차지명,삼성,1993,0.3,삼성,57.7,1768,50701,경북
김갑중,진흥고,한양대,2차지명,태평양,1993,0.4,태평양,0.9,1730,50604,전라
박철웅,광주제일고,고려대,2차지명,해태,1996,,해태,-0.4,1958,50602,전라
강봉수,부산고,중앙대,2차지명,LG,1993,3.3,LG,2,1764,50805,경남
김정훈,경동고,동아대,2차지명,롯데,1993,-1.2,롯데,-1.2,1767,50102,서울
권오영,경북고,연세대,2차지명,빙그레,1996,,한화,-0.4,1921,50701,경북
한혁수,충암고,경희대,2차지명,쌍방울,1993,-0.3,쌍방울,0.1,1758,50114,서울
이재만,대구상고,영남대,2차지명,해태,1993,-0.6,해태,0.3,1779,50711,경북
최규하,충암고,홍익대,2차지명,LG,1993,0,LG,-0.3,1755,50114,서울
박기복,동산고,인하대,2차지명,롯데,1993,-0.1,롯데,-0.1,1740,50202,경기
김종국,공주고,,2차지명,삼성,1994,,삼성,-0.3,1845,50401,충청
정기창,경북고,한양대,2차지명,쌍방울,1994,,쌍방울,0.5,1824,50701,경북
우태원,광영고,,2차지명,태평양,1993,0,빙그레,0,1746,50126,서울
김경하,신일고,고려대,2차지명,LG,1993,0.4,LG,0.3,1723,50110,서울
원현식,휘문고,건국대,2차지명,빙그레,1993,0.3,빙그레,0.3,11439,50116,서울
당신상,인천고,단국대,2차지명,LG,1993,0,LG,-0.1,1739,50209,경기
김성열,동산고,인하대,2차지명,빙그레,1993,-0.2,빙그레,-0.2,1733,50202,경기
양윤기,유신고,,특별지명,태평양,1993,0.6,태평양,0.4,1776,50208,경기
김성준,인천고,,특별지명,태평양,1993,0,태평양,0,1734,50209,경기
강태윤,,국외,자유선발,삼성,1993,-0.8,삼성,-0.4,1719,,국외
이용호,서울고,건국대,신고선수,OB,1993,-0.6,OB,7.5,1777,50107,서울
조규철,대전고,성균관대,신고선수,롯데,1993,-0.2,롯데,-0.4,1752,50402,충청
김정윤,한서고,,신고선수,빙그레,1994,,한화,-0.4,1799,50115,서울
유태준,서울고,,신고선수,쌍방울,1994,,쌍방울,0,1813,50107,서울
계기범,인천고,홍익대,신고선수,태평양,1993,-0.1,태평양,-0.7,1726,50209,경기
김지영,영흥고,,신고선수,해태,1994,,해태,0.5,1802,50609,전라
이민호,진흥고,한양대,신고선수,해태,1993,-0.2,해태,-0.2,11438,50604,전라
조용수,부산공고,,육성선수,해태,1993,-0.4,해태,-0.4,1780,50806,경남
이동우,공주고,,육성선수,LG,1995,,LG,-0.1,1887,50401,충청
김혁섭,동대문상고,,고졸우선지명,LG,1999,,LG,0.8,2096,50121,서울
최승민,배재고,,고졸우선지명,LG,1994,,LG,-0.5,1859,50106,서울
강혁,신일고,한양대,고졸우선지명,OB,1999,,SK,-1.3,2062,50110,서울
이도형,휘문고,,고졸우선지명,OB,1994,,한화,19.6,10543,50116,서울
고성범,동래고,,고졸우선지명,롯데,1993,0.2,롯데,0.3,1765,50813,경남
서정민,경남고,,고졸우선지명,롯데,1994,,롯데,-1.2,1853,50802,경남
노장진,공주고,,고졸우선지명,빙그레,1993,-0.5,삼성,22.8,1771,50401,충청
최한경,포철공고,,고졸우선지명,삼성,1993,0.7,삼성,2.9,1781,50706,경북
장용대,유신고,,고졸우선지명,태평양,1993,-0.1,현대,-0.7,1749,50208,경기
노승욱,부천고,,고졸우선지명,태평양,1993,1,롯데,1.3,1770,50203,경기
박진철,진흥고,,고졸우선지명,해태,1993,0.4,해태,1.9,1774,50604,전라
이대진,진흥고,,고졸우선지명,해태,1993,2.2,해태,26.4,10062,50604,전라
지윤석,광주상고,,고졸우선지명,해태,1994,,해태,0.1,1826,50608,전라
이우혁,광주상고,,고졸우선지명,해태,1993,0.1,해태,-0.5,1778,50608,전라
오명종,진흥고,,고졸우선지명,해태,1993,-0.1,해태,-0.1,1745,50604,전라
박재홍,광주제일고,연세대,1차지명,해태,1996,,현대,55.9,10113,50602,전라
임선동,휘문고,연세대,1차지명,LG,1997,,현대,11,2013,50116,서울
강성우,,단국대,1차지명,롯데,1992,1.5,롯데,0,1648,,국외
지연규,북일고,동아대,1차지명,빙그레,1992,0,한화,3.4,1685,50403,충청
김태한,대구상고,계명대,1차지명,삼성,1992,-0.4,삼성,16.8,1693,50711,경북
방극천,전주고,원광대,1차지명,쌍방울,1994,,쌍방울,0.2,1852,50502,전라
정민태,동산고,한양대,1차지명,태평양,1992,0.3,현대,37.1,1716,50202,경기
노종우,,원광대,2차지명,LG,1996,,현대,0.5,1956,,국외
차명석,성남고,건국대,2차지명,LG,1992,1.3,LG,15.8,1686,50108,서울
권명철,인천고,인하대,2차지명,OB,1992,0,OB,9.5,1695,50209,경기
가득염,대전고,동국대,2차지명,롯데,1992,-1,롯데,5.5,10123,50402,충청
김재성,경남고,경성대,2차지명,빙그레,1992,-0.2,한화,-1.9,1701,50802,경남
동봉철,신일고,중앙대,2차지명,삼성,1992,5.5,삼성,16.1,1651,50110,서울
임창식,동산고,경남대,2차지명,쌍방울,1992,0.4,쌍방울,2.3,1715,50202,경기
장광호,동산고,,2차지명,태평양,1992,1.2,현대,3.3,12722,50202,경기
김병조,유신고,성균관대,2차지명,해태,1992,-0.1,해태,0.6,1650,50208,경기
민원기,강릉고,홍익대,2차지명,LG,1992,0.4,LG,0.9,1707,50901,강원
안경현,원주고,연세대,2차지명,OB,1992,-0.4,두산,28,10099,50903,강원
박계원,부산고,고려대,2차지명,롯데,1992,0.8,롯데,3.7,1646,50805,경남
김홍집,,동아대,2차지명,빙그레,1992,-0.1,빙그레,-0.1,1664,,국외
김정민,,동아대,2차지명,삼성,1992,0,삼성,0,1658,,국외
양준혁,대구상고,영남대,2차지명,쌍방울,1993,,삼성,91.1,10339,50711,경북
서정민,유신고,홍익대,2차지명,태평양,1992,-0.1,태평양,0.7,1671,50208,경기
박재용,신일고,단국대,2차지명,해태,1994,,해태,3.3,1787,50110,서울
김상현,경남고,동아대,2차지명,롯데,1992,2.2,롯데,11,1691,50802,경남
김일혁,인천고,인하대,2차지명,빙그레,1992,0.4,빙그레,0.7,1657,50209,경기
박철희,,단국대,2차지명,삼성,1992,0.2,삼성,0.2,1670,,국외
유태영,북일고,한양대,2차지명,쌍방울,1992,-0.3,쌍방울,-0.3,1677,50403,충청
김태동,광주상고,단국대,2차지명,해태,1992,0,해태,0,1660,50608,전라
김유진,충암고,단국대,2차지명,LG,1992,0,쌍방울,1.1,1700,50114,서울
장원진,인천고,인하대,2차지명,OB,1992,0.5,두산,15,1682,50209,경기
김미호,인천고,인천전문대,2차지명,롯데,1992,0,롯데,-0.2,1653,50209,경기
신일호,경남고,경성대,2차지명,빙그레,1992,-0.4,빙그레,-0.4,1673,50802,경남
한기철,북일고,단국대,2차지명,삼성,1992,0.1,삼성,-0.8,1687,50403,충청
우효동,경남고,경성대,2차지명,쌍방울,1992,-0.4,쌍방울,-0.5,11437,50802,경남
장덕영,경북고,영남대,2차지명,태평양,1992,0.3,태평양,0.3,1681,50701,경북
김상모,대구상고,홍익대,2차지명,LG,1992,0,LG,0,1654,50711,경북
이상현,,인하대,2차지명,태평양,1992,-0.3,OB,-0.5,1712,,국외
이요섭,선린고,건국대,2차지명,롯데,1992,-0.1,롯데,-0.1,1713,50109,서울
강두곤,,경남대,2차지명,삼성,1992,0,삼성,-0.8,1652,,국외
오봉옥,포철공고,,2차지명,삼성,1992,3.6,삼성,27.9,1694,50706,경북
박지환,북일고,영남대,2차지명,롯데,1992,0.1,롯데,-0.8,1669,50403,충청
김태룡,청주고,계명대,2차지명,삼성,1992,-0.1,해태,-1.8,1661,50302,충청
조만형,청원고,원광대,2차지명,LG,1992,-0.1,LG,-0.1,1684,50113,서울
배숙현,배명고,경희대,2차지명,롯데,1992,-0.5,롯데,-0.5,1709,50105,서울
김정준,충암고,연세대,2차지명,LG,1992,-0.3,LG,-0.3,1659,50114,서울
조병일,배명고,인천전문대,2차지명,LG,1993,,LG,0.1,1753,50105,서울
김행희,,,자유선발,롯데,1992,0,롯데,0,1662,,국외
황태호,,,자유선발,쌍방울,1992,-0.1,쌍방울,-0.1,1718,,국외
소상영,한서고,,신고선수,OB,1993,,OB,-0.7,1741,50115,서울
박광율,경남고,연세대,신고선수,삼성,1992,0,삼성,0,1666,50802,경남
박철수,,단국대,신고선수,삼성,1992,0.3,삼성,0.3,1708,,국외
유영원,동대문상고,한양대,신고선수,쌍방울,1992,0.2,쌍방울,-0.1,1675,50121,서울
김선우,,,신고선수,태평양,1993,,태평양,-0.2,1731,,국외
구한성,광주제일고,인하대,신고선수,해태,1992,0,해태,0,1649,50602,전라
박재벌,진흥고,건국대,신고선수,해태,1992,0.5,해태,1,1647,50604,전라
박종호,성남고,,고졸우선지명,LG,1992,-0.1,현대,36.1,1668,50108,서울
김정규,덕수정보고,,고졸우선지명,OB,1994,,OB,-0.5,1798,50104,서울
염종석,부산고,,고졸우선지명,롯데,1992,8.8,롯데,34.4,1689,50805,경남
이태환,경남고,,고졸우선지명,롯데,1992,-0.1,롯데,-0.3,1680,50802,경남
정민철,대전고,,고졸우선지명,빙그레,1992,7.5,한화,50.7,10613,50402,충청
이동수,대구고,,고졸우선지명,삼성,1994,,삼성,12.6,1816,50703,경북
전종진,경북고,,고졸우선지명,삼성,1992,-0.2,삼성,-0.2,1683,50701,경북
곽채진,경주고,,고졸우선지명,삼성,1994,,삼성,4.5,1841,50702,경북
이경호,강릉고,,고졸우선지명,태평양,1993,,태평양,-0.3,1747,50901,강원
이재주,강릉고,,고졸우선지명,태평양,1992,0.1,KIA,11.9,10020,50901,강원
오상욱,제물포고,,고졸우선지명,태평양,1992,0,태평양,0,1674,50210,경기
안병원,원주고,,고졸우선지명,태평양,1992,1.2,태평양,5.2,1711,50903,강원
김민범,강릉고,,고졸우선지명,태평양,1994,,현대,1.9,1844,50901,강원
황윤성,제물포고,,고졸우선지명,태평양,1992,0,현대,0.6,1688,50210,경기
김봉영,광주제일고,,고졸우선지명,해태,1992,-1.7,해태,-3.7,1697,50602,전라
양승철,진흥고,,고졸우선지명,해태,1992,-0.2,해태,-4.6,1692,50604,전라
신경호,광주상고,,고졸우선지명,해태,1993,,해태,0,1744,50608,전라
정호진,용마고,,고졸우선지명,롯데,1993,,롯데,-0.4,1751,50807,경남
곽재성,부경고,,고졸우선지명,롯데,1993,,롯데,0.1,1766,50804,경남
강희석,군산상고,,고졸우선지명,쌍방울,1994,,SK,-1.6,1838,50501,전라
강효섭,군산상고,호원대,고졸우선지명,쌍방울,1993,,쌍방울,-0.1,1725,50501,전라
송구홍,선린고,건국대,1차지명,LG,1991,0.2,LG,10.5,1589,50109,서울
황일권,덕수고,한양대,1차지명,OB,1993,,OB,-1.7,1760,50103,서울
박정태,동래고,경성대,1차지명,롯데,1991,4.2,롯데,32.3,1561,50813,경남
양용모,북일고,동아대,1차지명,빙그레,1991,0,SK,2,1563,50403,충청
조규제,군산상고,연세대,1차지명,쌍방울,1991,11,쌍방울,45.2,1608,50501,전라
전일수,유신고,경성대,1차지명,태평양,1991,-0.4,LG,1,11435,50208,경기
오희주,진흥고,한양대,1차지명,해태,1991,-0.3,LG,0.5,1636,50604,전라
이영재,경북고,동국대,1차지명,삼성,1991,0,삼성,-0.2,11434,50701,경북
이석구,서울고,건국대,2차지명,LG,1991,-0.1,LG,-0.1,1639,50107,서울
김익재,공주고,동아대,2차지명,OB,1991,-0.8,OB,-0.1,1627,50401,충청
김태석,청주고,경성대,2차지명,롯데,1991,-0.5,롯데,7,1628,50302,충청
김인권,진흥고,건국대,2차지명,빙그레,1991,4.2,빙그레,1.5,1609,50604,전라
윤용하,인천고,동국대,2차지명,삼성,1991,0.6,삼성,-0.7,1567,50209,경기
권영진,,영남대,2차지명,쌍방울,1991,,롯데,0.4,1617,,국외
염경엽,광주제일고,고려대,2차지명,태평양,1991,0,태평양,2.1,11468,50602,전라
이종택,부산고,한양대,2차지명,해태,1991,-0.2,해태,-0.2,1596,50805,경남
강진규,마산고,연세대,2차지명,LG,1991,-0.4,LG,-0.6,1570,50803,경남
노춘섭,영흥고,단국대,2차지명,OB,1993,,쌍방울,-2.1,1772,50609,전라
전준호,마산고,영남대,2차지명,롯데,1991,3.3,현대,56.1,10418,50803,경남
