p_name,p_hs,p_univ,p_draft,p_drafted,p_debut,p_debut_war,p_main_team,p_career_war,p_no,p_hs_code,p_hs_loc
오태양,청원고,,2차지명,NC,2021,0,NC,-0.3,14766,50113,서울
박정빈,경기고,,2차지명,SSG,,,,,14862,50101,서울
임태윤,경동고,,2차지명,두산,,,,,14772,50102,서울
우강훈,야탑고,,2차지명,롯데,2023,,롯데,0,14816,50207,경기
김동진,설악고,,2차지명,삼성,2022,,삼성,1,14863,50902,강원
김시앙,광주동성고,,2차지명,키움,2022,,키움,-0.6,14851,50601,전라
배동현,경기고,한일장신대,2차지명,한화,2021,0.3,한화,0.3,14809,50101,서울
김원경,비봉고,,2차지명,KIA,,,,,14791,50218,경기
최성민,광주동성고,,2차지명,KT,,,,,14870,50601,전라
김지용,라온고,,2차지명,LG,,,,,14843,50215,경기
김준상,성남고,,2차지명,NC,,,,,14827,50108,서울
박형준,대구고,,2차지명,SSG,2023,,롯데,0,14861,50703,경북
이상연,부산고,,2차지명,두산,,,,,14836,50805,경남
정우준,서울고,강릉영동대,2차지명,롯데,2021,0,롯데,0,14795,50107,서울
홍승원,성남고,,2차지명,삼성,,,,,14864,50108,서울
김현우,개성고,,2차지명,키움,,,,,14856,50801,경남
조현진,마산고,,2차지명,한화,2023,,NC,-0.1,14877,50803,경남
장시현,충암고,,2차지명,KIA,,,,,14824,50114,서울
윤세훈,야탑고,,2차지명,KT,,,,,14881,50207,경기
김유민,덕수고,,2차지명,LG,2022,,,,14842,50103,서울
조성현,인천고,,2차지명,NC,,,,,14828,50209,경기
조요한,광주제일고,동강대,2차지명,SSG,2021,0,SSG,-0.2,14858,50602,전라
강원진,백송고,,2차지명,두산,,,,,14832,50213,경기
이병준,개성고,,2차지명,롯데,,,,,14817,50801,경남
김세민,청담고,,2차지명,삼성,,,,,14865,50219,경기
양경식,제물포고,,2차지명,키움,,,,,14853,50210,경기
이준기,경기상고,,2차지명,한화,,,,,14875,50119,서울
이준범,광주동성고,,2차지명,KIA,,,,,14823,50601,전라
김건형,Timberline(고),Boise State(대),2차지명,KT,2021,-0.2,KT,-0.2,14779,51104,국외
김대현,성지고,,2차지명,LG,,,,,14841,50118,서울
김정호,포철고,성균관대,2차지명,NC,,,,,14829,50710,경북
장우준,개성고,,2차지명,,,,,,14857,50801,경남
박성재,부산고,,2차지명,두산,2021,0,두산,0,14838,50805,경남
최우인,서울고,,2차지명,롯데,,,,,14818,50107,서울
이창용,신흥고,강릉영동대,2차지명,삼성,,,,,14866,50220,경기
정연제,세광고,한일장신대,2차지명,키움,,,,,14850,50301,충청
김규연,공주고,,2차지명,한화,2022,,한화,0.4,14871,50401,충청
김선우,강릉고,,2차지명,KIA,2022,,KIA,0.1,14822,50901,강원
정주원,경동고,영남대,2차지명,KT,,,,,14882,50102,서울
송승기,야탑고,,2차지명,LG,2022,,LG,0,14846,50207,경기
김재중,서울고,,2차지명,NC,,,,,14830,50107,서울
박제범,인상고,,2차지명,,,,,,14859,50504,전라
김주완,청담고,동강대,2차지명,두산,,,,,14833,50219,경기
김정주,제물포고,,2차지명,롯데,,,,,14815,50210,경기
김현준,개성고,,2차지명,삼성,2021,-0.1,삼성,3.7,14867,50801,경남
이재홍,광주동성고,고려대,2차지명,키움,2022,,키움,0.1,14854,50601,전라
안진,경기상고,,2차지명,한화,,,,,14876,50119,서울
박대명,광주동성고,,2차지명,KIA,,,,,14821,50601,전라
김민서,율곡고,,2차지명,KT,,,,,14884,50212,경기
박민호,상원고,경남대,2차지명,LG,,,,,14845,50705,경북
김진우,군산상고,,2차지명,NC,,,,,14831,50501,전라
권혁찬,인천고,홍익대,2차지명,,,,,,14860,50209,경기
양현진,영문고,,2차지명,두산,,,,,14840,50709,경북
권동현,부경고,,2차지명,롯데,,,,,14814,50804,경남
이기용,용마고,,2차지명,삼성,,,,,14868,50807,경남
문승진,서울고,,2차지명,한화,,,,,14874,50107,서울
멩덴,,미국 Texas A&M(대),자유선발,KIA,2021,3.5,KIA,3.5,14755,,국외
다카하시,,,자유선발,KIA,2021,0.5,KIA,0.5,14994,,국외
알몬테,도미니카 Cenapec(고),,자유선발,KT,2021,0,KT,0,14752,51110,국외
보어,,,자유선발,LG,2021,-0.5,LG,-0.5,14988,,국외
수아레즈,,미국 Miami(대),자유선발,LG,2021,4.5,LG,4.5,14753,,국외
파슨스,미국 Clarksville(고),미국 Jackson State(대),자유선발,NC,2021,4.4,NC,5.5,14749,51106,국외
폰트,베네수엘라 Lic.Armando Reveron(고),,자유선발,SSG,2021,4.1,SSG,9.7,14759,51118,국외
르위키,미국 Saint Joseph Regional(고),미국 Virginia(대),자유선발,SSG,2021,0.5,SSG,0.5,14758,51117,국외
가빌리오,,,자유선발,SSG,2021,1,SSG,1,14896,,국외
로켓,미국 Providence(고),,자유선발,두산,2021,4.5,두산,4.5,14750,51108,국외
미란다,,,자유선발,두산,2021,7.5,두산,7.4,14751,,국외
프랑코,,,자유선발,롯데,2021,2.1,롯데,2.1,14756,,국외
피렐라,베네수엘라 Manuel Segundo Sanchez(고),,자유선발,삼성,2021,3.1,삼성,10,14757,51116,국외
몽고메리,,,자유선발,삼성,2021,0.8,삼성,0.8,14898,,국외
스미스,,미국 Lipscomb(대),자유선발,키움,2021,0,키움,0,14754,,국외
크레익,,,자유선발,키움,2021,-0.2,키움,-0.2,14990,,국외
프레이타스,미국 Elk Grove(고),,자유선발,키움,2021,-0.8,키움,-0.8,14762,51112,국외
페레즈,,,자유선발,한화,2021,0.7,한화,0.7,14991,,국외
힐리,,미국 Oregon(대),자유선발,한화,2021,0.6,한화,0.6,14761,,국외
카펜터,,미국 Gonzaga(대),자유선발,한화,2021,2.8,한화,3.4,14760,,국외
전진영,성남고,경희대,육성선수,KT,2022,,KT,0,14885,50108,서울
김대현,장충고,홍익대,육성선수,KT,,,,,14883,50111,서울
백종수,청주고,원광대,육성선수,두산,,,,,14839,50302,충청
오세훈,영선고,,육성선수,두산,,,,,14835,50503,전라
장빈,충암고,강릉영동대,육성선수,두산,,,,,14837,50114,서울
안찬호,청주고,경희대,육성선수,두산,,,,,14834,50302,충청
정대혁,김해고,,육성선수,롯데,,,,,14995,50809,경남
최종은,장충고,중앙대,육성선수,롯데,2021,0,롯데,0,14820,50111,서울
이주찬,경남고,동의대,육성선수,롯데,2021,-0.2,롯데,-0.2,14819,50802,경남
박성우,부산정보고,호원대,육성선수,키움,,,,,14852,50810,경남
장지승,동산고,성균관대,육성선수,한화,2021,-0.5,한화,-0.6,14880,50202,경기
이종완,청주고,단국대,육성선수,한화,,,,,14879,50302,충청
안창호,배재고,강릉영동대,육성선수,한화,,,,,14878,50106,서울
정해영,광주제일고,,1차지명,KIA,2020,1.1,KIA,5.9,14608,50602,전라
소형준,유신고,,1차지명,KT,2020,3.2,KT,9.8,14600,50208,경기
이민호,휘문고,,1차지명,LG,2020,2.7,LG,5.1,14589,50116,서울
김태경,용마고,,1차지명,NC,2020,0.1,NC,1.8,14593,50807,경남
오원석,야탑고,,1차지명,SK,2020,-0.1,SSG,3.3,14581,50207,경기
이주엽,성남고,,1차지명,두산,2020,0,두산,0,14572,50108,서울
최준용,경남고,,1차지명,롯데,2020,0.3,롯데,5.3,14624,50802,경남
황동재,경북고,,1차지명,삼성,2020,-0.1,삼성,-0.4,14615,50701,경북
박주홍,장충고,,1차지명,키움,2020,-0.2,키움,-1.2,14580,50111,서울
신지후,북일고,,1차지명,한화,2021,,한화,0,14620,50403,충청
박민,야탑고,,2차지명,KIA,2020,0,KIA,-0.3,14611,50207,경기
강현우,유신고,,2차지명,KT,2020,-0.5,KT,-0.5,14603,50208,경기
김윤식,진흥고,,2차지명,LG,2020,0.4,LG,4.8,14588,50604,전라
정구범,덕수고,,2차지명,NC,2022,,NC,-0.1,14595,50103,서울
전의산,경남고,,2차지명,SK,2022,,SSG,0.2,14699,50802,경남
장규빈,경기고,,2차지명,두산,,,,,14570,50101,서울
홍민기,대전고,,2차지명,롯데,2021,,롯데,0,14625,50402,충청
허윤동,유신고,,2차지명,삼성,2020,0.9,삼성,0.9,14613,50208,경기
이종민,성남고,,2차지명,키움,2021,,키움,-0.3,14576,50108,서울
남지민,부산정보고,,2차지명,한화,2021,,한화,-0.3,14619,50810,경남
홍종표,강릉고,,2차지명,KIA,2020,-0.1,KIA,0,14612,50901,강원
천성호,진흥고,단국대,2차지명,KT,2020,-0.5,KT,-0.5,14606,50604,전라
이주형,경남고,,2차지명,LG,2021,,키움,2.6,14591,50802,경남
박시원,광주제일고,,2차지명,NC,2020,0,NC,-0.1,14597,50602,전라
김성민,경기고,,2차지명,SK,2020,0,SK,0,14585,50101,서울
제환유,공주고,,2차지명,두산,2023,,두산,0,14573,50401,충청
박재민,전주고,,2차지명,롯데,2021,,롯데,0,14623,50502,전라
김지찬,라온고,,2차지명,삼성,2020,1,삼성,8.5,14618,50215,경기
신준우,대구고,,2차지명,키움,2021,,키움,-0.4,14695,50703,경북
한승주,부산고,,2차지명,한화,2020,-0.1,한화,0.5,14621,50805,경남
오규석,휘문고,,2차지명,KIA,,,,,14655,50116,서울
이강준,설악고,,2차지명,KT,2020,-0.1,롯데,-0.3,14601,50902,강원
손호영,충훈고,홍익대,2차지명,LG,2020,-0.2,LG,-0.6,14590,50216,경기
안인산,야탑고,,2차지명,NC,2020,0.1,NC,0,14598,50207,경기
최지훈,광주제일고,동국대,2차지명,SK,2020,1.7,SSG,12.6,14587,50602,전라
최세창,개성고,,2차지명,두산,2020,0,두산,0.1,14574,50801,경남
박명현,야탑고,,2차지명,롯데,2020,0,롯데,0,14622,50207,경기
홍원표,부천고,,2차지명,삼성,2020,0,삼성,0.2,14614,50203,경기
김동혁,덕수고,,2차지명,키움,2020,0.1,키움,0.2,14674,50103,서울
임종찬,북일고,,2차지명,한화,2020,-0.6,한화,-2.2,14706,50403,충청
유지성,북일고,,2차지명,KIA,,,,,14607,50403,충청
윤준혁,충암고,,2차지명,KT,,,,,14605,50114,서울
강민,서울고,,2차지명,LG,,,,,14660,50107,서울
임형원,인천고,,2차지명,NC,2020,0,NC,0,14594,50209,경기
현원회,대구고,,2차지명,SK,2020,0,SK,0,14584,50703,경북
조제영,용마고,,2차지명,두산,2020,0,두산,-0.3,14732,50807,경남
정도웅,광주제일고,,2차지명,롯데,,,,,14628,50602,전라
이승민,대구고,,2차지명,삼성,2020,0.1,삼성,0.2,14616,50703,경북
김병휘,장충고,,2차지명,키움,2020,0,키움,-0.2,14577,50111,서울
강재민,용마고,단국대,2차지명,한화,2020,1.8,한화,3.2,14708,50807,경남
김양수,북일고,,2차지명,KIA,,,,,14645,50403,충청
김성균,신일고,,2차지명,KT,,,,,14723,50110,서울
유영찬,배명고,건국대,2차지명,LG,2023,,LG,1,14669,50105,서울
강태경,배명고,,2차지명,NC,2021,,NC,0.2,14647,50105,서울
이재성,라온고,,2차지명,SK,,,,,14684,50215,경기
박지훈,마산고,,2차지명,두산,2020,-0.1,두산,-0.1,14736,50803,경남
황성빈,소래고,경남대,2차지명,롯데,2022,,롯데,0.3,14642,50205,경기
박주혁,휘문고,,2차지명,삼성,2022,,삼성,0.1,14668,50116,서울
박관진,강릉고,인하대,2차지명,키움,2020,0,키움,-0.1,14693,50901,강원
장웅정,유신고,동국대,2차지명,한화,2020,0.2,한화,0.1,14714,50208,경기
장재혁,경남고,,2차지명,KIA,2022,,KIA,0,14657,50802,경남
서경찬,선린고,,2차지명,KT,,,,,14717,50109,서울
하영진,원주고,,2차지명,LG,,,,,14671,50903,강원
한건희,대전고,,2차지명,NC,,,,,14656,50402,충청
류효승,상원고,성균관대,2차지명,SK,2020,-0.1,SK,-0.2,14586,50705,경북
오명진,북일고,,2차지명,두산,2020,-0.1,두산,-0.4,14737,50403,충청
엄태호,장충고,,2차지명,롯데,,,,,14640,50111,서울
조경원,비봉고,,2차지명,삼성,,,,,14666,50218,경기
문찬종,충암고,,2차지명,키움,2020,0,키움,-0.1,14578,50114,서울
최인호,포철고,,2차지명,한화,2020,-0.8,한화,1.6,14707,50710,경북
백현종,경주고,동강대,2차지명,KIA,,,,,14673,50702,경북
한지용,신일고,,2차지명,KT,,,,,14604,50110,서울
함창건,충암고,,2차지명,LG,,,,,14680,50114,서울
김한별,배재고,,2차지명,NC,2022,,NC,-0.8,14716,50106,서울
길지석,야탑고,,2차지명,SK,,,,,14685,50207,경기
김성민,진흥고,,2차지명,두산,,,,,14730,50604,전라
김건우,제물포고,,2차지명,롯데,,,,,14631,50210,경기
정진수,휘문고,연세대,2차지명,삼성,,,,,14698,50116,서울
정재원,서울고,,2차지명,키움,,,,,14701,50107,서울
최이경,유신고,동국대,2차지명,한화,,,,,14715,50208,경기
강민수,장충고,,2차지명,KIA,,,,,14644,50111,서울
문상준,휘문고,,2차지명,KT,2022,,KT,-0.2,14720,50116,서울
성재헌,성남고,연세대,2차지명,LG,2020,0.1,LG,0.1,14667,50108,서울
한재환,개성고,,2차지명,NC,,,,,14659,50801,경남
김교람,제물포고,,2차지명,SK,,,,,14689,50210,경기
양찬열,장충고,단국대,2차지명,두산,2020,0.2,두산,1,14738,50111,서울
한지운,광주제일고,,2차지명,롯데,,,,,14643,50602,전라
신동수,개성고,,2차지명,삼성,,,,,14696,50801,경남
김동은,광주동성고,,2차지명,키움,,,,,14683,50601,전라
박정현,유신고,,2차지명,한화,2020,0.2,한화,1.2,14704,50208,경기
이인한,강릉고,강릉영동대,2차지명,KIA,2022,,,,14690,50901,강원
여도건,대구고,,2차지명,KT,,,,,14718,50703,경북
이정우,경남고,,2차지명,LG,,,,,14678,50802,경남
이종준,군산상고,,2차지명,NC,,,,,14651,50501,전라
이거연,휘문고,홍익대,2차지명,SK,2020,-0.1,SK,-0.1,14692,50116,서울
최종인,부산고,,2차지명,두산,,,,,14733,50805,경남
김현종,,,2차지명,롯데,,,,,14638,,국외
한연욱,대구고,,2차지명,삼성,,,,,14664,50703,경북
박동혁,화순고,,2차지명,키움,,,,,14700,50605,전라
김범준,충암고,,2차지명,한화,,,,,14710,50114,서울
최용준,부산공고,,2차지명,KIA,2021,,KIA,-0.1,14658,50806,경남
최지효,장안고,,2차지명,KT,,,,,14724,50211,경기
박찬호,영문고,,2차지명,LG,,,,,14665,50709,경북
노상혁,용마고,동의대,2차지명,NC,,,,,14648,50807,경남
박시후,인천고,,2차지명,SK,2022,,SSG,0,14687,50209,경기
안권수,,,2차지명,두산,2020,0,두산,3.4,14571,,국외
신학진,강릉고,,2차지명,롯데,,,,,14637,50901,강원
김경민,포철고,성균관대,2차지명,삼성,,,,,14694,50710,경북
김동욱,휘문고,홍익대,2차지명,키움,2021,,키움,0,14681,50116,서울
김승일,경남고,,2차지명,한화,,,,,14711,50802,경남
가뇽,,,자유선발,KIA,2020,4.7,KIA,4.7,14609,,국외
브룩스,미국 Cajon(고),미국 California State(대),자유선발,KIA,2020,7.9,KIA,10.2,14610,51113,국외
데스파이네,미국 Hermanos Martinez Tamayo(고),,자유선발,KT,2020,4.1,KT,11.6,14602,51109,국외
라모스,,멕시코 Canyons(대),자유선발,LG,2020,4.8,LG,5.6,14592,,국외
라이트,,,자유선발,NC,2020,3.4,NC,3.4,14596,,국외
알테어,미국 Agua Fria(고),,자유선발,NC,2020,3.2,NC,9,14599,51107,국외
킹엄,미국 Sierra Vista(고),,자유선발,SK,2020,-0.2,한화,4.4,14582,51120,국외
핀토,,,자유선발,SK,2020,1.2,SK,1.2,14583,,국외
화이트,,,자유선발,SK,2020,0.1,SK,0.1,14744,,국외
플렉센,,,자유선발,두산,2020,3.9,두산,3.9,14575,,국외
샘슨,국외,,자유선발,롯데,2020,1.7,롯데,1.7,14626,51100,국외
마차도,베네수엘라 Miguel De Cervantes(고),,자유선발,롯데,2020,4.5,롯데,8.8,14629,51115,국외
스트레일리,미국 Turston(고),미국 Marshall(대),자유선발,롯데,2020,8.2,롯데,16.8,14627,51114,국외
살라디노,,,자유선발,삼성,2020,1.1,삼성,1.1,14630,,국외
뷰캐넌,,미국 Georgia State(대),자유선발,삼성,2020,5.7,삼성,23.5,14617,,국외
팔카,,,자유선발,삼성,2020,-1.2,삼성,-1.2,14743,,국외
러셀,,,자유선발,키움,2020,0.6,키움,1.6,14742,,국외
모터,,,자유선발,키움,2020,-0.5,키움,-0.5,14579,,국외
반즈,,,자유선발,한화,2020,2,한화,2,14741,,국외
김연준,경기고,중앙대,육성선수,KIA,,,,,14825,50101,서울
최태성,야탑고,홍익대,육성선수,KT,,,,,14727,50207,경기
김경민,경기고,성균관대,육성선수,KT,,,,,14728,50101,서울
이승주,상우고,원광대,육성선수,KT,,,,,14729,50217,경기
윤종휘,장안고,홍익대,육성선수,KT,,,,,14726,50211,경기
박성현,선린고,한양대,육성선수,KT,,,,,14725,50109,서울
고영찬,인천고,강릉영동대,육성선수,KT,,,,,14719,50209,경기
김도환,선린고,,육성선수,LG,,,,,14672,50109,서울
조용근,공주고,중앙대,육성선수,LG,,,,,14670,50401,충청
김태우,신일고,중앙대,육성선수,LG,,,,,14675,50110,서울
박영빈,충암고,경희대,육성선수,NC,2023,,NC,0.1,14661,50114,서울
노학준,물금고,,육성선수,NC,,,,,13677,50811,경남
석호준,충암고,동국대,육성선수,SK,,,,,14691,50114,서울
김태우,경기고,동국대,육성선수,SK,,,,,14688,50101,서울
양선률,화순고,동아대,육성선수,SK,2020,0,SK,-0.1,14682,50605,전라
김도경,상원고,한양대,육성선수,두산,,,,,14886,50705,경북
구장익,마산고,,육성선수,두산,,,,,14735,50803,경남
박웅,경남고,강릉영동대,육성선수,두산,2021,,두산,0.1,14731,50802,경남
지원근,경동고,제주국제대,육성선수,두산,,,,,14734,50102,서울
권휘,덕수고,,육성선수,두산,2020,0.2,두산,0.4,13665,50103,서울
설재민,배명고,홍익대,육성선수,롯데,,,,,14636,50105,서울
김민기,경남고,중앙대,육성선수,롯데,2022,,롯데,0,14635,50802,경남
차혜성,효천고,동의대,육성선수,롯데,,,,,14641,50606,전라
박재경,청주고,영남대,육성선수,한화,,,,,14703,50302,충청
